2025-10-29 15:41:01,808 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 15:41:02,896 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 15:41:06,487 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 15:41:06,647 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.160s]
2025-10-29 15:41:06,647 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 15:41:06,649 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 15:41:06,651 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 15:41:09,116 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 15:41:09,117 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 15:41:10,435 - rag_pipeline - INFO - QA model loaded successfully
2025-10-29 15:41:10,436 - src.medical_rag_system - INFO - Medical RAG System initialized successfully
2025-10-29 15:41:10,437 - src.medical_rag_system - INFO - Answering question: What is the concentration of lidocaine in XYLOCAINE Jelly 2%?
2025-10-29 15:41:10,437 - src.medical_rag_system - INFO - Searching for: What is the concentration of lidocaine in XYLOCAINE Jelly 2%?
2025-10-29 15:41:10,438 - embedding_manager - INFO - Generating embeddings for 1 texts
2025-10-29 15:41:12,988 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.733s]
2025-10-29 15:41:12,989 - elasticsearch_manager - INFO - Found 20 results for query: What is the concentration of lidocaine in XYLOCAINE Jelly 2%?
2025-10-29 15:41:13,277 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.289s]
2025-10-29 15:41:13,277 - elasticsearch_manager - INFO - Found 10 results for query: What is the concentration of lidocaine in XYLOCAINE Jelly 2%?
2025-10-29 15:41:13,277 - rag_pipeline - INFO - Answering question: What is the concentration of lidocaine in XYLOCAINE Jelly 2%?
2025-10-29 15:41:13,281 - rag_pipeline - INFO - Question type detection - Contra: False, MOA: False, Indication: False, Dosage: False, Side effects: False, Interactions: False, Storage: False, General: True
2025-10-29 15:50:03,147 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 15:50:03,655 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 15:50:06,693 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 15:50:06,712 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.016s]
2025-10-29 15:50:06,712 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 15:50:06,713 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 15:50:06,714 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 15:50:09,439 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 15:50:09,439 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 15:50:10,829 - rag_pipeline - INFO - QA model loaded successfully
2025-10-29 15:50:10,829 - src.medical_rag_system - INFO - Medical RAG System initialized successfully
2025-10-29 15:50:10,830 - src.medical_rag_system - INFO - Answering question: Name two medical procedures where XYLOCAINE Jelly is used.
2025-10-29 15:50:10,831 - src.medical_rag_system - INFO - Searching for: Name two medical procedures where XYLOCAINE Jelly is used.
2025-10-29 15:50:10,831 - embedding_manager - INFO - Generating embeddings for 1 texts
2025-10-29 15:50:13,667 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.564s]
2025-10-29 15:50:13,668 - elasticsearch_manager - INFO - Found 20 results for query: Name two medical procedures where XYLOCAINE Jelly is used.
2025-10-29 15:50:13,918 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.250s]
2025-10-29 15:50:13,918 - elasticsearch_manager - INFO - Found 10 results for query: Name two medical procedures where XYLOCAINE Jelly is used.
2025-10-29 15:50:13,918 - rag_pipeline - INFO - Answering question: Name two medical procedures where XYLOCAINE Jelly is used.
2025-10-29 15:50:13,923 - rag_pipeline - INFO - Question type detection - Contra: False, MOA: False, Indication: False, Dosage: False, Side effects: False, Interactions: False, Storage: False, General: False
2025-10-29 16:04:37,666 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 16:04:38,159 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:04:40,758 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 16:04:40,781 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.023s]
2025-10-29 16:04:40,781 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 16:04:40,781 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 16:04:40,782 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:04:42,859 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 16:04:42,859 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 16:04:43,758 - rag_pipeline - INFO - QA model loaded successfully
2025-10-29 16:04:43,758 - src.medical_rag_system - INFO - Medical RAG System initialized successfully
2025-10-29 16:04:43,758 - src.medical_rag_system - INFO - Answering question: List the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:04:43,758 - src.medical_rag_system - INFO - Searching for: List the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:04:43,758 - embedding_manager - INFO - Generating embeddings for 1 texts
2025-10-29 16:04:44,440 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.361s]
2025-10-29 16:04:44,440 - elasticsearch_manager - INFO - Found 20 results for query: List the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:04:44,603 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.163s]
2025-10-29 16:04:44,603 - elasticsearch_manager - INFO - Found 10 results for query: List the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:04:44,603 - rag_pipeline - INFO - Answering question: List the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:04:44,607 - rag_pipeline - INFO - Question type detection - Contra: False, MOA: False, Indication: True, Dosage: False, Side effects: False, Interactions: False, Storage: False, General: False
2025-10-29 16:05:59,877 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 16:06:00,332 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:06:02,538 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 16:06:02,547 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.009s]
2025-10-29 16:06:02,547 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 16:06:02,547 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 16:06:02,548 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:06:04,557 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 16:06:04,557 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 16:06:05,430 - rag_pipeline - INFO - QA model loaded successfully
2025-10-29 16:06:05,430 - src.medical_rag_system - INFO - Medical RAG System initialized successfully
2025-10-29 16:06:05,431 - src.medical_rag_system - INFO - Answering question: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:06:05,432 - src.medical_rag_system - INFO - Searching for: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:06:05,433 - embedding_manager - INFO - Generating embeddings for 1 texts
2025-10-29 16:06:06,146 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.320s]
2025-10-29 16:06:06,146 - elasticsearch_manager - INFO - Found 20 results for query: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:06:06,304 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.156s]
2025-10-29 16:06:06,304 - elasticsearch_manager - INFO - Found 10 results for query: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:06:06,304 - rag_pipeline - INFO - Answering question: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:06:06,310 - rag_pipeline - INFO - Question type detection - Contra: False, MOA: False, Indication: True, Dosage: False, Side effects: False, Interactions: False, Storage: False, General: False
2025-10-29 16:06:48,859 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 16:06:49,292 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:06:51,465 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 16:06:51,473 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.008s]
2025-10-29 16:06:51,473 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 16:06:51,473 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 16:06:51,474 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:06:53,490 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 16:06:53,490 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 16:06:54,354 - rag_pipeline - INFO - QA model loaded successfully
2025-10-29 16:06:54,356 - src.medical_rag_system - INFO - Medical RAG System initialized successfully
2025-10-29 16:06:54,356 - src.medical_rag_system - INFO - Answering question: what is XYLOCAINE Jelly 2% (lidocaine hydrochloride) is indicated for
2025-10-29 16:06:54,356 - src.medical_rag_system - INFO - Searching for: what is XYLOCAINE Jelly 2% (lidocaine hydrochloride) is indicated for
2025-10-29 16:06:54,356 - embedding_manager - INFO - Generating embeddings for 1 texts
2025-10-29 16:06:55,138 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.465s]
2025-10-29 16:06:55,138 - elasticsearch_manager - INFO - Found 20 results for query: what is XYLOCAINE Jelly 2% (lidocaine hydrochloride) is indicated for
2025-10-29 16:06:55,346 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.208s]
2025-10-29 16:06:55,348 - elasticsearch_manager - INFO - Found 10 results for query: what is XYLOCAINE Jelly 2% (lidocaine hydrochloride) is indicated for
2025-10-29 16:06:55,349 - rag_pipeline - INFO - Answering question: what is XYLOCAINE Jelly 2% (lidocaine hydrochloride) is indicated for
2025-10-29 16:06:55,351 - rag_pipeline - INFO - Question type detection - Contra: False, MOA: False, Indication: False, Dosage: False, Side effects: False, Interactions: False, Storage: False, General: True
2025-10-29 16:07:40,859 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 16:07:41,296 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:07:43,435 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 16:07:43,435 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.000s]
2025-10-29 16:07:43,446 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 16:07:43,446 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 16:07:43,446 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:07:45,481 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 16:07:45,482 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 16:07:46,335 - rag_pipeline - INFO - QA model loaded successfully
2025-10-29 16:07:46,335 - src.medical_rag_system - INFO - Medical RAG System initialized successfully
2025-10-29 16:07:46,335 - src.medical_rag_system - INFO - Answering question: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:07:46,340 - src.medical_rag_system - INFO - Searching for: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:07:46,340 - embedding_manager - INFO - Generating embeddings for 1 texts
2025-10-29 16:07:46,895 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.245s]
2025-10-29 16:07:46,895 - elasticsearch_manager - INFO - Found 20 results for query: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:07:47,021 - elastic_transport.transport - INFO - POST http://localhost:9200/medical_documents/_search [status:200 duration:0.126s]
2025-10-29 16:07:47,021 - elasticsearch_manager - INFO - Found 10 results for query: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:07:47,022 - rag_pipeline - INFO - Answering question: what are the indications for the XYLOCAINE Jelly 2%
2025-10-29 16:07:47,023 - rag_pipeline - INFO - Question type detection - Contra: False, MOA: False, Indication: True, Dosage: False, Side effects: False, Interactions: False, Storage: False, General: False
2025-10-29 16:09:08,973 - src.medical_rag_system - INFO - Initializing Medical RAG System
2025-10-29 16:09:09,403 - embedding_manager - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:09:11,532 - embedding_manager - INFO - Loaded FAISS index with 4847 vectors
2025-10-29 16:09:11,549 - elastic_transport.transport - INFO - GET http://localhost:9200/ [status:200 duration:0.016s]
2025-10-29 16:09:11,549 - elasticsearch_manager - INFO - ElasticSearch cluster: docker-cluster
2025-10-29 16:09:11,550 - elasticsearch_manager - INFO - Connected to ElasticSearch at localhost:9200
2025-10-29 16:09:11,550 - rag_pipeline - INFO - Loading PubMedBERT model: microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext
2025-10-29 16:09:13,588 - rag_pipeline - INFO - PubMedBERT model loaded successfully
2025-10-29 16:09:13,588 - rag_pipeline - INFO - Loading QA model: ktrapeznikov/biobert_v1.1_pubmed_squad_v2
2025-10-29 16:09:14,454 - rag_pipeline - INFO - QA model loaded successfully
